FID,OBJECTID,id,previousId,eventDate,year_,month_,day_,country,countryCod,stateProvi,county,locality,verbatimLo,decimalLat,decimalLon,geodeticDa,scientific_name,kingdom,phylum,class,order_,family,genus,specificEp,taxonRank,scientif_1,vernacular
908,39419,URN:catalog:CLO:EBIRD:OBS546494573,Brotogeris jugularis,2017-11-01,2017,11,1,Colombia,CO,Cesar,Manaure Balcón del Cesar,"(10.3844,-73.0129)","CO | Cesar | (10.3844,-73.0129)",10.3844,-73.0129,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
910,39450,URN:catalog:CLO:EBIRD:OBS821071270,Brotogeris jugularis,2019-10-23,2019,10,23,Colombia,CO,Cesar,Valledupar,"(10.5669,-73.2525)","CO | Cesar | (10.5669,-73.2525)",10.5669,-73.2525,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
912,39473,URN:catalog:CLO:EBIRD:OBS616775351,Brotogeris jugularis,2018-05-09,2018,5,9,Colombia,CO,La Guajira,Riohacha,Angostura-El Cumbre DMI Sierra de Bañaderos,CO | La Guajira | Angostura-El Cumbre DMI Sierra de Bañaderos,11.0988,-72.8626,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
914,39524,URN:catalog:CLO:EBIRD:OBS737324631,Brotogeris jugularis,2019-04-01,2019,4,1,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Perija Road - Lower, Golden-winged Sparrow spot","CO | Cesar | Perija Road - Lower, Golden-winged Sparrow spot",10.3885,-73.0084,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
919,39833,URN:catalog:CLO:EBIRD:OBS811967917,Brotogeris jugularis,2019-10-02,2019,10,2,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
923,39898,URN:catalog:CLO:EBIRD:OBS628403192,Brotogeris jugularis,2018-06-03,2018,6,3,Colombia,CO,Cesar,Manaure Balcón del Cesar,Camino Sabana Rubia,CO | Cesar | Camino Sabana Rubia,10.3951,-72.9416,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
924,39933,URN:catalog:CLO:EBIRD:OBS713321067,Brotogeris jugularis,2019-02-19,2019,2,19,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
925,39942,URN:catalog:CLO:EBIRD:OBS281562110,Brotogeris jugularis,2007-12-29,2007,12,29,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
926,39969,URN:catalog:CLO:EBIRD:OBS378253993,Brotogeris jugularis,2013-02-12,2013,2,12,Colombia,CO,La Guajira,Riohacha,Vereda La Mesa Corregim. Juan y Medio,CO | La Guajira | Vereda La Mesa Corregim. Juan y Medio,11.1212,-72.9525,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
928,40101,URN:catalog:CLO:EBIRD:OBS557685869,Brotogeris jugularis,2017-12-15,2017,12,15,Colombia,CO,Cesar,Valledupar,Valledupar vía Guacoche,CO | Cesar | Valledupar vía Guacoche,10.5004,-73.2552,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
933,40363,URN:catalog:CLO:EBIRD:OBS500907463,Brotogeris jugularis,2017-05-13,2017,5,13,Colombia,CO,La Guajira,Hatonuevo,Bosques Secos de Albania,CO | La Guajira | Bosques Secos de Albania,11.1622,-72.6571,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
934,40396,URN:catalog:CLO:EBIRD:OBS728290887,Brotogeris jugularis,2019-02-09,2019,2,9,Colombia,CO,Cesar,Manaure Balcón del Cesar,Manaure to Chamicero del Perijá eco-lodge--1110 meters,CO | Cesar | Manaure to Chamicero del Perijá eco-lodge--1110 meters,10.3839,-73.0121,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
937,40552,URN:catalog:CLO:EBIRD:OBS438668064,Brotogeris jugularis,2016-10-26,2016,10,26,Colombia,CO,Cesar,Manaure Balcón del Cesar,"CO-Cesar-Manaure - 10,3908x-73,0183 - 26/10/2016, 12:01 p.m.","CO | Cesar | CO-Cesar-Manaure - 10,3908x-73,0183 - 26/10/2016, 12:01 p.m.",10.3908,-73.0183,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
938,40569,URN:catalog:CLO:EBIRD:OBS274794641,Brotogeris jugularis,2014-10-05,2014,10,5,Colombia,CO,Cesar,Valledupar,"Patillal, Cesar","CO | Cesar | Patillal, Cesar",10.6623,-73.2058,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
940,40608,URN:catalog:CLO:EBIRD:OBS580179944,Brotogeris jugularis,2018-02-19,2018,2,19,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
944,40688,URN:catalog:CLO:EBIRD:OBS821845470,Brotogeris jugularis,2019-10-23,2019,10,23,Colombia,CO,Cesar,Manaure Balcón del Cesar,"CO-Cesar-Manaure (10.3923,-73.0127)","CO | Cesar | CO-Cesar-Manaure (10.3923,-73.0127)",10.3923,-73.0127,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
946,40962,URN:catalog:CLO:EBIRD:OBS746010086,Brotogeris jugularis,2019-04-27,2019,4,27,Colombia,CO,Cesar,Manaure Balcón del Cesar,Casa Campo El Tucan,CO | Cesar | Casa Campo El Tucan,10.3888,-73.0076,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
947,40968,URN:catalog:CLO:EBIRD:OBS828401345,Brotogeris jugularis,2019-11-16,2019,11,16,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
948,40995,URN:catalog:CLO:EBIRD:OBS787544798,Brotogeris jugularis,2019-07-22,2019,7,22,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Hondo del Río, Balcón Del Cesar, Cesar, CO (10.391, -73.025)","CO | Cesar | Hondo del Río, Balcón Del Cesar, Cesar, CO (10.391, -73.025)",10.3914,-73.0255,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
949,41006,URN:catalog:CLO:EBIRD:OBS821846999,Brotogeris jugularis,2019-10-23,2019,10,23,Colombia,CO,Cesar,Valledupar,"(10.5669,-73.2525)","CO | Cesar | (10.5669,-73.2525)",10.5669,-73.2525,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
952,41063,URN:catalog:CLO:EBIRD:OBS824446932,Brotogeris jugularis,2018-11-27,2018,11,27,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Villa Adelaida, Manaure, Cesar, Colombia","CO | Cesar | Villa Adelaida, Manaure, Cesar, Colombia",10.3911,-73.0204,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
954,41268,URN:catalog:CLO:EBIRD_COL:OBS742723638,Brotogeris jugularis,2019-04-21,2019,4,21,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
958,41432,URN:catalog:CLO:EBIRD:OBS821096418,Brotogeris jugularis,2019-10-23,2019,10,23,Colombia,CO,Cesar,Valledupar,"(10.5669,-73.2525)","CO | Cesar | (10.5669,-73.2525)",10.5669,-73.2525,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
960,41620,URN:catalog:CLO:EBIRD:OBS631492642,Brotogeris jugularis,2018-06-03,2018,6,3,Colombia,CO,Cesar,Manaure Balcón del Cesar,Villa Adelaida Ecolodge,CO | Cesar | Villa Adelaida Ecolodge,10.3897,-73.0195,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
961,41677,URN:catalog:CLO:EBIRD:OBS472196569,Brotogeris jugularis,2017-03-01,2017,3,1,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
963,41699,URN:catalog:CLO:EBIRD_COL:OBS627083734,Brotogeris jugularis,2018-06-02,2018,6,2,Colombia,CO,Cesar,Valledupar,Río Badillo,CO | Cesar | Río Badillo,10.6631,-73.2082,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
965,41777,URN:catalog:CLO:EBIRD:OBS390224776,Brotogeris jugularis,2016-02-07,2016,2,7,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
970,41993,URN:catalog:CLO:EBIRD:OBS273354089,Brotogeris jugularis,2014-04-17,2014,4,17,Colombia,CO,La Guajira,Barrancas,"Barrancas, La Guajira","CO | La Guajira | Barrancas, La Guajira",10.9084,-72.7629,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
980,42478,URN:catalog:CLO:EBIRD:OBS744724897,Brotogeris jugularis,2019-04-01,2019,4,1,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Perija Road - Lower, Golden-winged Sparrow spot","CO | Cesar | Perija Road - Lower, Golden-winged Sparrow spot",10.3885,-73.0084,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
983,42535,URN:catalog:CLO:EBIRD:OBS575520544,Brotogeris jugularis,2017-11-21,2017,11,21,Colombia,CO,La Guajira,Maicao,"Montes De Oca Sendero Road, La Guajira, CO (11,175, -72,371)","CO | La Guajira | Montes De Oca Sendero Road, La Guajira, CO (11,175, -72,371)",11.1748,-72.371,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
988,42678,URN:catalog:CLO:EBIRD:OBS351085412,Brotogeris jugularis,2015-10-28,2015,10,28,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Manaure (965 masl, road to Sierra de Perijá)","CO | Cesar | Manaure (965 masl, road to Sierra de Perijá)",10.3888,-73.0107,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
989,42710,URN:catalog:CLO:EBIRD:OBS920588358,Brotogeris jugularis,2019-12-08,2019,12,8,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
990,42751,URN:catalog:CLO:EBIRD:OBS744975559,Brotogeris jugularis,2019-04-01,2019,4,1,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Perija Road - Lower, Golden-winged Sparrow spot","CO | Cesar | Perija Road - Lower, Golden-winged Sparrow spot",10.3885,-73.0084,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
991,42776,URN:catalog:CLO:EBIRD:OBS753388657,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,La Guajira,Fonseca,"(10,789, -72,74)marimonda Perija Fonseca","CO | La Guajira | (10,789, -72,74)marimonda Perija Fonseca",10.7889,-72.7404,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
995,42836,URN:catalog:CLO:EBIRD:OBS612928520,Brotogeris jugularis,2018-05-05,2018,5,5,Colombia,CO,La Guajira,Urumita,Vereda La Rabona,CO | La Guajira | Vereda La Rabona,10.554,-73.0068,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
999,42872,URN:catalog:CLO:EBIRD:OBS500733887,Brotogeris jugularis,2017-05-13,2017,5,13,Colombia,CO,Cesar,Manaure Balcón del Cesar,Manaure y alrededores,CO | Cesar | Manaure y alrededores,10.3839,-73.0156,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1001,42895,URN:catalog:CLO:EBIRD:OBS627271623,Brotogeris jugularis,2018-06-03,2018,6,3,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Unnamed Road, Cesar, CO (10.39, -73.021)","CO | Cesar | Unnamed Road, Cesar, CO (10.39, -73.021)",10.3901,-73.0205,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1003,42927,URN:catalog:CLO:EBIRD:OBS689637066,Brotogeris jugularis,2018-12-23,2018,12,23,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1009,43125,URN:catalog:CLO:EBIRD:OBS702010505,Brotogeris jugularis,2003-08-16,2003,8,16,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1016,43290,URN:catalog:CLO:EBIRD:OBS546040312,Brotogeris jugularis,2017-11-01,2017,11,1,Colombia,CO,Cesar,Manaure Balcón del Cesar,"(10.3844,-73.0129)","CO | Cesar | (10.3844,-73.0129)",10.3844,-73.0129,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1022,43822,URN:catalog:CLO:EBIRD:OBS821045392,Brotogeris jugularis,2019-10-23,2019,10,23,Colombia,CO,Cesar,Manaure Balcón del Cesar,"CO-Cesar-Manaure (10.3923,-73.0127)","CO | Cesar | CO-Cesar-Manaure (10.3923,-73.0127)",10.3923,-73.0127,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1026,43917,URN:catalog:CLO:EBIRD:OBS829586478,Brotogeris jugularis,2019-11-18,2019,11,18,Colombia,CO,Cesar,Manaure Balcón del Cesar,Coffee plantations above Danta.,CO | Cesar | Coffee plantations above Danta.,10.3851,-73.0134,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1028,43978,URN:catalog:CLO:EBIRD:OBS744599529,Brotogeris jugularis,2019-04-01,2019,4,1,Colombia,CO,Cesar,Manaure Balcón del Cesar,Perija - Drive from Manaure to Chamicero Reserve,CO | Cesar | Perija - Drive from Manaure to Chamicero Reserve,10.365,-72.9745,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1031,44162,URN:catalog:CLO:EBIRD:OBS752651731,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,La Guajira,Barrancas,La Estrella - Zona Botadero,CO | La Guajira | La Estrella - Zona Botadero,11.0909,-72.564,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1039,44515,URN:catalog:CLO:EBIRD:OBS548198291,Brotogeris jugularis,2013-03-10,2013,3,10,Colombia,CO,La Guajira,Albania,Reserva Forestal Protectora Regional Montes de Oca,CO | La Guajira | Reserva Forestal Protectora Regional Montes de Oca,11.1523,-72.4454,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1040,44523,URN:catalog:CLO:EBIRD_CAMERICA:OBS828142639,Brotogeris jugularis,2019-11-15,2019,11,15,Colombia,CO,La Guajira,Albania,"(11.1666,-72.5477)Arroyo Bruno 75-100m","CO | La Guajira | (11.1666,-72.5477)Arroyo Bruno 75-100m",11.1666,-72.5477,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1042,44551,URN:catalog:CLO:EBIRD:OBS752775436,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,La Guajira,Albania,"Montes de Oca, cuenca alta del arroyo Bruno","CO | La Guajira | Montes de Oca, cuenca alta del arroyo Bruno",11.1067,-72.4735,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1047,44713,URN:catalog:CLO:EBIRD:OBS302592765,Brotogeris jugularis,2015-03-10,2015,3,10,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1050,44773,URN:catalog:CLO:EBIRD:OBS681426664,Brotogeris jugularis,2018-11-27,2018,11,27,Colombia,CO,Cesar,Manaure Balcón del Cesar,Villa Adelaida Ecolodge,CO | Cesar | Villa Adelaida Ecolodge,10.3897,-73.0195,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1053,44862,URN:catalog:CLO:EBIRD:OBS820952922,Brotogeris jugularis,2019-10-26,2019,10,26,Colombia,CO,Cesar,Valledupar,Valledupar vía Guacoche,CO | Cesar | Valledupar vía Guacoche,10.5004,-73.2552,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1055,44978,URN:catalog:CLO:EBIRD_COL:OBS646864742,Brotogeris jugularis,2018-06-05,2018,6,5,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Los Tananeos, Manaure","CO | Cesar | Los Tananeos, Manaure",10.386,-73.0546,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1056,45044,URN:catalog:CLO:EBIRD:OBS731247274,Brotogeris jugularis,2019-02-20,2019,2,20,Colombia,CO,Cesar,Manaure Balcón del Cesar,Just outside Manaure,CO | Cesar | Just outside Manaure,10.3899,-73.0211,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1062,45397,URN:catalog:CLO:EBIRD:OBS580762623,Brotogeris jugularis,2018-02-19,2018,2,19,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1063,45406,URN:catalog:CLO:EBIRD:OBS418951992,Brotogeris jugularis,2016-03-02,2016,3,2,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1068,45727,URN:catalog:CLO:EBIRD:OBS273479463,Brotogeris jugularis,2014-04-22,2014,4,22,Colombia,CO,La Guajira,Barrancas,"Barrancas, La Guajira","CO | La Guajira | Barrancas, La Guajira",10.9084,-72.7629,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1071,46093,URN:catalog:CLO:EBIRD:OBS350404052,Brotogeris jugularis,2015-10-26,2015,10,26,Colombia,CO,Cesar,Manaure Balcón del Cesar,Manaure,CO | Cesar | Manaure,10.3901,-73.0321,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1072,46099,URN:catalog:CLO:EBIRD:OBS831674465,Brotogeris jugularis,2019-11-24,2019,11,24,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1073,46114,URN:catalog:CLO:EBIRD_CAN:OBS534472380,Brotogeris jugularis,2017-08-19,2017,8,19,Colombia,CO,Cesar,Manaure Balcón del Cesar,Camino Sabana Rubia,CO | Cesar | Camino Sabana Rubia,10.3951,-72.9416,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1076,46339,URN:catalog:CLO:EBIRD:OBS284760024,Brotogeris jugularis,2014-12-09,2014,12,9,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1078,46409,URN:catalog:CLO:EBIRD:OBS744517044,Brotogeris jugularis,2019-02-20,2019,2,20,Colombia,CO,Cesar,Manaure Balcón del Cesar,Just outside Manaure,CO | Cesar | Just outside Manaure,10.3899,-73.0211,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1079,46413,URN:catalog:CLO:EBIRD:OBS443347509,Brotogeris jugularis,2016-07-02,2016,7,2,Colombia,CO,La Guajira,Distracción,"Bosque seco tropical, sector la Chorrera","CO | La Guajira | Bosque seco tropical, sector la Chorrera",10.9648,-72.9507,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
1086,46708,URN:catalog:CLO:EBIRD:OBS830218641,Brotogeris jugularis,2011-10-13,2011,10,13,Colombia,CO,Cesar,Valledupar,"Cesar, CO (10.545, -73.123)","CO | Cesar | Cesar, CO (10.545, -73.123)",10.5452,-73.1226,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
