FID,OBJECTID,id,previousId,eventDate,year_,month_,day_,country,countryCod,stateProvi,county,locality,verbatimLo,decimalLat,decimalLon,geodeticDa,scientific_name,kingdom,phylum,class,order_,family,genus,specificEp,taxonRank,scientif_1,vernacular
2,58,URN:catalog:CLO:EBIRD:OBS435371740,Brotogeris jugularis,2016-10-09,2016,10,9,Colombia,CO,Cesar,Manaure Balcón del Cesar,Camino Sabana Rubia,CO | Cesar | Camino Sabana Rubia,10.3951,-72.9416,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
4,120,URN:catalog:CLO:EBIRD_CAMERICA:OBS828147441,Brotogeris jugularis,2019-11-15,2019,11,15,Colombia,CO,La Guajira,Albania,"(11.1666,-72.5477)Arroyo Bruno 75-100m","CO | La Guajira | (11.1666,-72.5477)Arroyo Bruno 75-100m",11.1666,-72.5477,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
6,173,URN:catalog:CLO:EBIRD:OBS791576825,Brotogeris jugularis,2019-07-31,2019,7,31,Colombia,CO,La Guajira,Riohacha,"Calle 1 1A-1–1A-99, Riohacha CO-La Guajira (11.5550,-72.9011) Hotel Gimaura","CO | La Guajira | Calle 1 1A-1–1A-99, Riohacha CO-La Guajira (11.5550,-72.9011) Hotel Gimaura",11.555,-72.9011,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
8,284,URN:catalog:CLO:EBIRD:OBS753051185,Brotogeris jugularis,2019-04-30,2019,4,30,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
11,336,URN:catalog:CLO:EBIRD:OBS821047693,Brotogeris jugularis,2019-10-23,2019,10,23,Colombia,CO,Cesar,Valledupar,"(10.5669,-73.2525)","CO | Cesar | (10.5669,-73.2525)",10.5669,-73.2525,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
13,453,URN:catalog:CLO:EBIRD:OBS663980852,Brotogeris jugularis,2018-10-06,2018,10,6,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
14,558,URN:catalog:CLO:EBIRD:OBS868269570,Brotogeris jugularis,2016-11-12,2016,11,12,Colombia,CO,La Guajira,Riohacha,Traveling from Minca to Rioacha,CO | La Guajira | Traveling from Minca to Rioacha,11.5016,-72.9017,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
15,564,URN:catalog:CLO:EBIRD:OBS658860726,Brotogeris jugularis,2018-09-17,2018,9,17,Colombia,CO,Cesar,Manaure Balcón del Cesar,Villa Adelaida Ecolodge,CO | Cesar | Villa Adelaida Ecolodge,10.3897,-73.0195,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
18,605,URN:catalog:CLO:EBIRD:OBS705724908,Brotogeris jugularis,2002-11-09,2002,11,9,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
21,797,URN:catalog:CLO:EBIRD:OBS475374237,Brotogeris jugularis,2017-03-11,2017,3,11,Colombia,CO,La Guajira,Riohacha,CO-La Guajira-Riohacha-312-3148 Carrera 6b - 11.531x-72.901,CO | La Guajira | CO-La Guajira-Riohacha-312-3148 Carrera 6b - 11.531x-72.901,11.5312,-72.901,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
22,868,URN:catalog:CLO:EBIRD:OBS613657092,Brotogeris jugularis,2018-05-05,2018,5,5,Colombia,CO,La Guajira,Albania,Reserva Forestal Protectora Regional Montes de Oca,CO | La Guajira | Reserva Forestal Protectora Regional Montes de Oca,11.1523,-72.4454,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
23,869,URN:catalog:CLO:EBIRD:OBS752609216,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,La Guajira,Riohacha,RNSC San Martín - Pozo García,CO | La Guajira | RNSC San Martín - Pozo García,11.1121,-72.9204,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
28,965,URN:catalog:CLO:EBIRD:OBS777200312,Brotogeris jugularis,2019-06-20,2019,6,20,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
29,1167,URN:catalog:CLO:EBIRD:OBS761385135,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,La Guajira,Hatonuevo,Arroyo Tabaco,CO | La Guajira | Arroyo Tabaco,11.1075,-72.5677,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
33,1452,URN:catalog:CLO:EBIRD:OBS663989642,Brotogeris jugularis,2018-10-06,2018,10,6,Colombia,CO,Cesar,Manaure Balcón del Cesar,Vereda Casagrande,CO | Cesar | Vereda Casagrande,10.3914,-73.0108,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
34,1461,URN:catalog:CLO:EBIRD:OBS753111995,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,Cesar,Manaure Balcón del Cesar,"(10.3741,-73.0083)","CO | Cesar | (10.3741,-73.0083)",10.3741,-73.0083,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
35,1529,URN:catalog:CLO:EBIRD:OBS776932668,Brotogeris jugularis,2019-06-19,2019,6,19,Colombia,CO,Cesar,La Paz,Chamicero del Perijá Proaves Reserve,CO | Cesar | Chamicero del Perijá Proaves Reserve,10.3627,-72.9492,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
37,1628,URN:catalog:CLO:EBIRD:OBS632464884,Brotogeris jugularis,2018-06-06,2018,6,6,Colombia,CO,Cesar,Manaure Balcón del Cesar,Manaure 735-1200m,CO | Cesar | Manaure 735-1200m,10.3894,-73.0081,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
43,1994,URN:catalog:CLO:EBIRD:OBS829809705,Brotogeris jugularis,2019-11-18,2019,11,18,Colombia,CO,Cesar,Manaure Balcón del Cesar,Coffee plantations above Danta.,CO | Cesar | Coffee plantations above Danta.,10.3851,-73.0134,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
44,2066,URN:catalog:CLO:EBIRD:OBS830412133,Brotogeris jugularis,2019-11-21,2019,11,21,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
47,2394,URN:catalog:CLO:EBIRD:OBS499316613,Brotogeris jugularis,2017-05-13,2017,5,13,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
48,2437,URN:catalog:CLO:EBIRD:OBS806648622,Brotogeris jugularis,2019-07-22,2019,7,22,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Hondo del Río, Balcón Del Cesar, Cesar, CO (10.391, -73.025)","CO | Cesar | Hondo del Río, Balcón Del Cesar, Cesar, CO (10.391, -73.025)",10.3914,-73.0255,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
49,2528,URN:catalog:CLO:EBIRD:OBS552528135,Brotogeris jugularis,2017-11-25,2017,11,25,Colombia,CO,Cesar,Valledupar,Valledupar vía Guacoche,CO | Cesar | Valledupar vía Guacoche,10.5004,-73.2552,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
56,2667,URN:catalog:CLO:EBIRD:OBS800194660,Brotogeris jugularis,2019-08-27,2019,8,27,Colombia,CO,Cesar,Valledupar,Balneario La Mina,CO | Cesar | Balneario La Mina,10.7053,-73.284,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
57,2705,URN:catalog:CLO:EBIRD_COL:OBS751455285,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
58,2735,URN:catalog:CLO:EBIRD_COL:OBS685331185,Brotogeris jugularis,2018-12-08,2018,12,8,Colombia,CO,Cesar,Valledupar,"Ecoparque Los Besotes - (10.567, -73.253)","CO | Cesar | Ecoparque Los Besotes - (10.567, -73.253)",10.567,-73.2528,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
59,2786,URN:catalog:CLO:EBIRD:OBS721726330,Brotogeris jugularis,2019-03-06,2019,3,6,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
66,3057,URN:catalog:CLO:EBIRD:OBS753507073,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Vereda Hondo del Río Manaure Cesar, CO (10.391, -73.006)","CO | Cesar | Vereda Hondo del Río Manaure Cesar, CO (10.391, -73.006)",10.3906,-73.0064,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
67,3062,URN:catalog:CLO:EBIRD:OBS754053896,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,La Guajira,Urumita,"Estación 4 El Marimondo Región del Pintao Urumita, CO (10,502, -72,999)","CO | La Guajira | Estación 4 El Marimondo Región del Pintao Urumita, CO (10,502, -72,999)",10.5021,-72.999,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
74,3417,URN:catalog:CLO:EBIRD:OBS751985027,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Vereda Hondo del Río Manaure Cesar, CO (10.391, -73.006)","CO | Cesar | Vereda Hondo del Río Manaure Cesar, CO (10.391, -73.006)",10.3906,-73.0064,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
82,3900,URN:catalog:CLO:EBIRD:OBS500171486,Brotogeris jugularis,2017-05-13,2017,5,13,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
83,3917,URN:catalog:CLO:EBIRD:OBS735755462,Brotogeris jugularis,2019-04-06,2019,4,6,Colombia,CO,Cesar,Manaure Balcón del Cesar,Vereda Casagrande,CO | Cesar | Vereda Casagrande,10.3914,-73.0108,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
84,3941,URN:catalog:CLO:EBIRD:OBS315787802,Brotogeris jugularis,2015-04-26,2015,4,26,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Above Manaure - coffee, cacoa, and second growth","CO | Cesar | Above Manaure - coffee, cacoa, and second growth",10.3922,-73.0171,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
86,3954,URN:catalog:CLO:EBIRD:OBS493128787,Brotogeris jugularis,2017-03-01,2017,3,1,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
88,4019,URN:catalog:CLO:EBIRD:OBS574690573,Brotogeris jugularis,2018-02-01,2018,2,1,Colombia,CO,Cesar,Manaure Balcón del Cesar,Manaure,CO | Cesar | Manaure,10.3905,-73.0087,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
89,4072,URN:catalog:CLO:EBIRD:OBS738102192,Brotogeris jugularis,2019-04-13,2019,4,13,Colombia,CO,Cesar,Manaure Balcón del Cesar,Villa Adelaida Ecolodge,CO | Cesar | Villa Adelaida Ecolodge,10.3897,-73.0195,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
96,4262,URN:catalog:CLO:EBIRD:OBS752708398,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,La Guajira,Riohacha,RNSC San Martín - Pozo García,CO | La Guajira | RNSC San Martín - Pozo García,11.1121,-72.9204,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
103,4543,URN:catalog:CLO:EBIRD_COL:OBS628161987,Brotogeris jugularis,2018-06-05,2018,6,5,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Los Tananeos, Manaure","CO | Cesar | Los Tananeos, Manaure",10.386,-73.0546,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
105,4660,URN:catalog:CLO:EBIRD:OBS500701970,Brotogeris jugularis,2017-05-13,2017,5,13,Colombia,CO,Cesar,Valledupar,Aica los besotes,CO | Cesar | Aica los besotes,10.5619,-73.2447,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
116,5033,URN:catalog:CLO:EBIRD:OBS732979897,Brotogeris jugularis,2019-02-20,2019,2,20,Colombia,CO,Cesar,Manaure Balcón del Cesar,Just outside Manaure,CO | Cesar | Just outside Manaure,10.3899,-73.0211,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
124,5416,URN:catalog:CLO:EBIRD:OBS697036509,Brotogeris jugularis,2019-01-11,2019,1,11,Colombia,CO,Cesar,Manaure Balcón del Cesar,Vereda Casagrande,CO | Cesar | Vereda Casagrande,10.3914,-73.0108,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
125,5502,URN:catalog:CLO:EBIRD:OBS744517314,Brotogeris jugularis,2019-02-19,2019,2,19,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
129,5669,URN:catalog:CLO:EBIRD:OBS829453716,Brotogeris jugularis,2019-11-16,2019,11,16,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
132,5741,URN:catalog:CLO:EBIRD:OBS715288979,Brotogeris jugularis,2019-02-22,2019,2,22,Colombia,CO,La Guajira,Barrancas,DMI Serranía de Perijá,CO | La Guajira | DMI Serranía de Perijá,10.8886,-72.6173,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
134,5944,URN:catalog:CLO:EBIRD:OBS627990364,Brotogeris jugularis,2018-06-04,2018,6,4,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Villa Adelaida Manaure Balcones DelCesar, CO (10,394, -73,017)","CO | Cesar | Villa Adelaida Manaure Balcones DelCesar, CO (10,394, -73,017)",10.3941,-73.0173,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
135,5980,URN:catalog:CLO:EBIRD:OBS751668349,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,La Guajira,Barrancas,La Estrella - Zona Botadero,CO | La Guajira | La Estrella - Zona Botadero,11.0909,-72.564,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
146,6475,URN:catalog:CLO:EBIRD:OBS691350879,Brotogeris jugularis,2018-11-24,2018,11,24,Colombia,CO,La Guajira,Riohacha,"Finca Las Delicias, Tomarrazón","CO | La Guajira | Finca Las Delicias, Tomarrazón",11.1474,-72.9152,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
151,6551,URN:catalog:CLO:EBIRD:OBS761383583,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,La Guajira,Albania,"Montes de Oca, cuenca alta del arroyo Bruno","CO | La Guajira | Montes de Oca, cuenca alta del arroyo Bruno",11.1067,-72.4735,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
161,6974,URN:catalog:CLO:EBIRD:OBS687041656,Brotogeris jugularis,2018-11-22,2018,11,22,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
162,6988,URN:catalog:CLO:EBIRD:OBS821182235,Brotogeris jugularis,2019-10-23,2019,10,23,Colombia,CO,Cesar,Valledupar,"(10.5669,-73.2525)","CO | Cesar | (10.5669,-73.2525)",10.5669,-73.2525,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
163,7008,URN:catalog:CLO:EBIRD_COL:OBS628459654,Brotogeris jugularis,2018-06-05,2018,6,5,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Los Tananeos, Manaure","CO | Cesar | Los Tananeos, Manaure",10.386,-73.0546,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
165,7071,URN:catalog:CLO:EBIRD:OBS822275552,Brotogeris jugularis,2011-06-06,2011,6,6,Colombia,CO,La Guajira,Riohacha,Riohacho (General Area),CO | La Guajira | Riohacho (General Area),11.536,-72.9142,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
171,7219,URN:catalog:CLO:EBIRD:OBS659143828,Brotogeris jugularis,2018-09-17,2018,9,17,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
183,7753,URN:catalog:CLO:EBIRD:OBS669762291,Brotogeris jugularis,2018-06-03,2018,6,3,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Unnamed Road, Cesar, CO (10.39, -73.021)","CO | Cesar | Unnamed Road, Cesar, CO (10.39, -73.021)",10.3901,-73.0205,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
185,7799,URN:catalog:CLO:EBIRD:OBS831732823,Brotogeris jugularis,2019-11-24,2019,11,24,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
190,8092,URN:catalog:CLO:EBIRD:OBS743253852,Brotogeris jugularis,2019-04-19,2019,4,19,Colombia,CO,Cesar,Manaure Balcón del Cesar,"4a2 Calle 2, Balcón Del Cesar, Cesar, CO (10.391, -73.025)","CO | Cesar | 4a2 Calle 2, Balcón Del Cesar, Cesar, CO (10.391, -73.025)",10.3914,-73.0253,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
193,8326,URN:catalog:CLO:EBIRD:OBS711949333,Brotogeris jugularis,2019-02-09,2019,2,9,Colombia,CO,Cesar,Manaure Balcón del Cesar,Manaure to Chamicero del Perijá eco-lodge--1110 meters,CO | Cesar | Manaure to Chamicero del Perijá eco-lodge--1110 meters,10.3839,-73.0121,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
205,8890,URN:catalog:CLO:EBIRD:OBS678866070,Brotogeris jugularis,2018-11-21,2018,11,21,Colombia,CO,Cesar,Manaure Balcón del Cesar,"La Danta restaurant. CO-Cesar-Manaure (10.3879,-73.0250)","CO | Cesar | La Danta restaurant. CO-Cesar-Manaure (10.3879,-73.0250)",10.3879,-73.025,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
207,9060,URN:catalog:CLO:EBIRD:OBS811967383,Brotogeris jugularis,2019-10-02,2019,10,2,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Zona Baja,CO | Cesar | Ecoparque Los Besotes--Zona Baja,10.553,-73.2362,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
210,9130,URN:catalog:CLO:EBIRD:OBS691349818,Brotogeris jugularis,2018-11-24,2018,11,24,Colombia,CO,La Guajira,Riohacha,"Finca Las Delicias, Tomarrazón","CO | La Guajira | Finca Las Delicias, Tomarrazón",11.1474,-72.9152,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
212,9233,URN:catalog:CLO:EBIRD:OBS808974538,Brotogeris jugularis,2019-09-18,2019,9,18,Colombia,CO,La Guajira,La Jagua del Pilar,"Área influencia río Marquesote, La Jagua del Pilar","CO | La Guajira | Área influencia río Marquesote, La Jagua del Pilar",10.4928,-73.0506,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
222,9683,URN:catalog:CLO:EBIRD:OBS828130690,Brotogeris jugularis,2019-11-13,2019,11,13,Colombia,CO,La Guajira,San Juan del Cesar,"San Juan del Cesar - La Junta, La Guajira, CO (10.777, -73.019)","CO | La Guajira | San Juan del Cesar - La Junta, La Guajira, CO (10.777, -73.019)",10.7768,-73.0194,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
